{
  solved=true,
  reachedEps=9.99323485375218e-06,
  totalIterations=    4759,
  totalTimeSeconds=  155.08702492200001,
}

       0 ; 1.00000000000000e+00
       1 ; 7.89200163329890e-01
       2 ; 4.55932975355215e-01
       3 ; 3.72009055293528e-01
       4 ; 3.38925217480655e-01
       5 ; 3.17330911438752e-01
       6 ; 2.67096314623866e-01
       7 ; 2.67096314623866e-01
       8 ; 2.67096314623866e-01
       9 ; 1.96955266092892e-01
      10 ; 1.96491376962935e-01
      11 ; 1.79133758794622e-01
      12 ; 1.78714968053421e-01
      13 ; 1.78714968053421e-01
      14 ; 1.58532647421657e-01
      15 ; 1.57810105440325e-01
      16 ; 1.47424524217579e-01
      17 ; 1.15686945877531e-01
      18 ; 1.15445771401985e-01
      19 ; 1.14055113276682e-01
      20 ; 1.10275421700559e-01
      21 ; 1.10055357924683e-01
      22 ; 1.05285707551818e-01
      23 ; 1.05114796396868e-01
      24 ; 1.05114796396868e-01
      25 ; 1.01113742959135e-01
      26 ; 9.80241879126085e-02
      27 ; 8.71276953816668e-02
      28 ; 8.71276953816668e-02
      29 ; 8.64429941712619e-02
      30 ; 8.61941902016405e-02
      31 ; 8.41280078842049e-02
      32 ; 8.41280078842049e-02
      33 ; 8.34223569950422e-02
      34 ; 8.22371727386482e-02
      35 ; 8.22371727386482e-02
      36 ; 8.22371727386482e-02
      37 ; 8.22371727386482e-02
      38 ; 8.11124284806766e-02
      39 ; 8.11124284806766e-02
      40 ; 8.11124284806766e-02
      41 ; 8.11124284806766e-02
      42 ; 8.09278765643208e-02
      43 ; 8.09278765643208e-02
      44 ; 7.01105860377006e-02
      45 ; 6.75871311816671e-02
      46 ; 6.01841656932765e-02
      47 ; 6.00525737341808e-02
      48 ; 5.94762033591419e-02
      49 ; 5.91770362842037e-02
      50 ; 5.62317239300216e-02
      51 ; 5.60947470250705e-02
      52 ; 4.80875273100524e-02
      53 ; 4.80872979325373e-02
      54 ; 4.80872979325373e-02
      55 ; 4.50157651196653e-02
      56 ; 4.35156621753827e-02
      57 ; 4.35156621753827e-02
      58 ; 4.35156621753827e-02
      59 ; 4.34992064874947e-02
      60 ; 4.07487773226776e-02
      61 ; 4.07476164392759e-02
      62 ; 4.07461820922465e-02
      63 ; 4.06168424475703e-02
      64 ; 4.06168424475703e-02
      65 ; 4.06008328651425e-02
      66 ; 4.06008328651425e-02
      67 ; 4.01195483936681e-02
      68 ; 3.92093456835205e-02
      69 ; 3.86783882044260e-02
      70 ; 3.86783882044260e-02
