{
  solved=true,
  reachedEps=9.76120860467769e-06,
  totalIterations=    2199,
  totalTimeSeconds=   19.79219910800000,
}

       0 ; 1.00000000000000e+00
       1 ; 8.75640727996183e-01
       2 ; 5.40298074599890e-01
       3 ; 3.58004850943775e-01
       4 ; 4.16265022776736e-01
       5 ; 4.61807294042217e-01
       6 ; 5.81707079553314e-01
       7 ; 3.78524535723539e-01
       8 ; 4.25592255371179e-01
       9 ; 2.90024025054210e-01
      10 ; 3.28791085082269e-01
      11 ; 1.24109352770889e+00
      12 ; 8.45280884516300e-01
      13 ; 6.46939726159541e-01
      14 ; 5.16705547005085e-01
      15 ; 4.77539896748526e-01
      16 ; 3.56816557294220e-01
      17 ; 6.33115195221754e-01
      18 ; 5.55592799814962e-01
      19 ; 6.66702731072585e-01
      20 ; 8.19497518868725e-01
      21 ; 9.95387593642001e-01
      22 ; 4.54597667627517e-01
      23 ; 5.45191334271486e-01
      24 ; 5.32049607604560e-01
      25 ; 4.37289917001561e-01
      26 ; 7.85966499555366e-01
      27 ; 6.35989333226105e-01
      28 ; 3.55812915819022e-01
      29 ; 2.65110007652395e-01
      30 ; 2.14622810528729e-01
      31 ; 2.28457585976362e-01
      32 ; 2.86318760919086e-01
      33 ; 3.01213295909363e-01
      34 ; 3.28874922173645e-01
      35 ; 5.29323941874076e-01
      36 ; 1.53321503927479e+00
      37 ; 1.34491232752495e+00
      38 ; 2.96238929676489e+00
      39 ; 3.84301677582539e-01
      40 ; 2.99779235228889e-01
      41 ; 2.44839625717474e-01
      42 ; 4.21559055002534e-01
      43 ; 5.91734929113362e-01
      44 ; 2.78217494956149e-01
      45 ; 2.76270328122233e-01
      46 ; 1.39161373003633e-01
      47 ; 1.89065586316194e-01
      48 ; 1.37778359372205e-01
      49 ; 1.09011245016751e-01
      50 ; 4.99401576722944e-02
      51 ; 4.48191936062746e-02
      52 ; 4.69623384744938e-02
      53 ; 2.41168782137653e-01
      54 ; 3.21360063301458e-01
      55 ; 4.42141618990893e-01
      56 ; 1.03308828908912e+00
      57 ; 9.62628112456371e-01
      58 ; 4.54609686251838e-01
      59 ; 1.98915465308061e-01
      60 ; 2.77159366732905e-01
      61 ; 1.37929464537165e-01
      62 ; 1.36638401034141e-01
      63 ; 1.09371502571179e-01
      64 ; 1.09533598278146e-01
      65 ; 1.51112247442966e-01
      66 ; 3.29841265018210e-01
      67 ; 2.84515322813233e-01
      68 ; 3.15094235922299e-01
      69 ; 2.79771493789291e-01
      70 ; 1.63952576951701e-01
      71 ; 1.89566952370953e-01
      72 ; 2.34222533294466e-01
      73 ; 2.23090049915960e-01
      74 ; 1.48835807957461e-01
      75 ; 2.18227471204071e-01
      76 ; 3.20549452598093e-01
      77 ; 2.87185796403599e-01
      78 ; 2.22695904726714e-01
      79 ; 1.98049178221850e-01
      80 ; 3.05074556743318e-01
      81 ; 2.82783465356642e-01
      82 ; 3.25309412220448e-01
      83 ; 2.94917280367628e-01
      84 ; 3.03360572427591e-01
      85 ; 3.06368983526249e-01
      86 ; 3.48894314468130e-01
      87 ; 8.27408223541265e-01
      88 ; 9.92598504454402e-01
