{
  solved=true,
  reachedEps=9.88018421576180e-06,
  totalIterations=    7546,
  totalTimeSeconds=  205.55840940300001,
}

       0 ; 1.00000000000000e+00
       1 ; 7.94019276841391e-01
       2 ; 4.47277122136595e-01
       3 ; 4.15712774081678e-01
       4 ; 3.82370925962976e-01
       5 ; 3.82370925962976e-01
       6 ; 2.83059005526966e-01
       7 ; 2.78138124309581e-01
       8 ; 2.78138124309581e-01
       9 ; 2.29919827953384e-01
      10 ; 2.29714907888980e-01
      11 ; 2.28602262152537e-01
      12 ; 2.22295969918614e-01
      13 ; 1.99889635165329e-01
      14 ; 1.99147548100720e-01
      15 ; 1.81890520877678e-01
      16 ; 1.78694343568210e-01
      17 ; 1.78694343568210e-01
      18 ; 1.78694343568210e-01
      19 ; 1.78694343568210e-01
      20 ; 1.71553101921102e-01
      21 ; 1.71422065057684e-01
      22 ; 1.70993088670994e-01
      23 ; 1.67804036967050e-01
      24 ; 1.52841973632080e-01
      25 ; 1.48759308273877e-01
      26 ; 1.48754589976228e-01
      27 ; 1.45301415074127e-01
      28 ; 1.42166424319571e-01
      29 ; 1.40206919802969e-01
      30 ; 1.40206919802969e-01
      31 ; 1.40206919802969e-01
      32 ; 1.40206919802969e-01
      33 ; 1.40206919802969e-01
      34 ; 1.40142188608029e-01
      35 ; 1.39415938829637e-01
      36 ; 1.39374217831866e-01
      37 ; 1.38042424023544e-01
      38 ; 1.37404987716169e-01
      39 ; 1.37404987716169e-01
      40 ; 1.33183653716645e-01
      41 ; 1.31057851835964e-01
      42 ; 1.30921912989988e-01
      43 ; 1.30920217556251e-01
      44 ; 1.30825619730931e-01
      45 ; 1.28725078324359e-01
      46 ; 1.27932072551878e-01
      47 ; 1.27487536928051e-01
      48 ; 1.27482160795988e-01
      49 ; 1.26864223916648e-01
      50 ; 1.26824353696155e-01
      51 ; 1.26749230692696e-01
      52 ; 1.26749230692696e-01
      53 ; 1.25042283447193e-01
      54 ; 1.25010460374615e-01
      55 ; 1.25010460374615e-01
      56 ; 1.25010460374615e-01
      57 ; 1.24939439429338e-01
      58 ; 1.23879037079842e-01
      59 ; 1.23264471839536e-01
      60 ; 1.23227912713713e-01
      61 ; 1.22418910902423e-01
      62 ; 1.22418910902423e-01
      63 ; 1.22418910902423e-01
      64 ; 1.22418910902423e-01
      65 ; 1.20537663402598e-01
      66 ; 1.20537663402598e-01
      67 ; 1.15691443795019e-01
      68 ; 1.15493530085547e-01
      69 ; 1.13519738248172e-01
      70 ; 1.13045870663262e-01
      71 ; 1.12090907969621e-01
      72 ; 1.11404118900674e-01
